source_ip,destination_ip,protocol,source_port,destination_port,bytes_transferred,packets_sent,packets_received,timestamp,service_type,encryption,authentication,access_control,data_encryption,data_integrity,error_detection,error_correction,compression,routing_protocol,packet_size,latency,response_time,connection_duration,connection_status,class
12161,12161,1,2269,869,3930,1982,7481,5992,2,3046,504,7680,7071,7361,9242,2293,7455,4664,3,9248,6503,7418,1,1
12162,12162,2,501,3780,1201,9580,5102,9609,5,7458,1323,6112,9101,6982,6117,4238,5786,7718,4583,2098,1987,4169,0,0
12163,12163,0,7807,4101,4239,3173,9599,83,5,2586,4240,662,5184,2204,1870,1121,9078,8672,1024,4712,6052,2099,2,1
12164,12164,1,4558,6705,2383,684,173,3834,2,3632,6251,7230,3687,9114,6193,561,3111,6513,9638,7395,4500,5470,1,1
12165,12165,1,8320,6475,4706,9716,5380,3891,4,339,36,356,8610,6933,3147,1905,6365,1694,8043,4680,9565,6347,2,0
12166,12166,0,4332,3737,371,2857,9102,1949,2,1581,4383,8951,5636,5954,5772,4303,8970,4415,3976,134,2225,6484,1,0
12167,12167,2,1441,736,2216,3157,9316,8306,0,820,5362,2091,6671,2983,8581,7109,8025,3676,1984,3693,7497,6069,1,1
12168,12168,2,1760,9898,9180,2636,5941,3843,4,5682,5580,2694,1122,8667,6474,3305,5705,4284,7325,2484,2278,9077,0,0
12169,12169,1,1439,170,2737,8189,7247,3869,1,4506,9589,9784,6185,3418,8538,4943,9724,3299,5152,2666,5397,674,0,1
12170,12170,1,1225,7086,6775,2240,9466,9284,3,7723,3462,9245,1284,2626,6288,7296,641,7595,3525,9215,5639,2572,1,1
12171,12171,1,40,4928,7183,9672,3517,9548,3,20,4703,5786,3634,2874,6184,7865,7277,8339,316,426,5575,4612,2,1
12172,12172,0,3775,3252,7779,3355,9964,1644,5,9970,9175,4945,2129,6592,7726,7295,4304,1765,5472,2730,8537,2351,0,0
12173,12173,0,1611,6424,5936,4851,1268,331,0,7129,7529,6346,6315,241,7886,548,6166,6594,9213,6256,6436,7959,0,1
12174,12174,2,2580,6450,7377,3498,4596,5162,0,5338,4982,6358,1738,888,1291,8229,1422,9522,2917,4056,2206,3547,0,1
12175,12175,1,526,5227,8788,7603,9634,8266,0,4784,1498,7623,5456,1480,472,9097,3442,3086,7547,9275,3142,6790,2,1
12176,12176,0,8930,6728,7729,7523,9082,56,0,746,1146,6575,3741,1236,4758,8571,8034,1972,5366,715,6508,4953,0,0
12177,12177,0,7055,1171,7545,3347,4424,6111,3,9789,3620,4420,5372,5611,9519,0,1382,467,7959,9284,3400,7254,3,0
12178,12178,2,6186,1515,7823,534,5231,92,0,7471,5920,6455,4091,3459,1205,8052,3386,641,5913,6461,7712,1737,2,0
12179,12179,0,8819,7539,3432,6021,1211,9185,0,3616,5333,9017,2001,5555,9733,9216,2455,4727,747,9471,7581,8490,1,0
12180,12180,1,1421,72,5222,7984,7274,2322,4,3486,5757,9221,691,9443,9035,6505,8617,64,5890,3665,2993,7012,0,1
12181,12181,1,2140,3652,8220,8211,3405,620,1,7271,2560,7654,5173,4137,1798,4920,404,6265,3903,6072,7464,665,1,1
12182,12182,1,7626,1422,5755,8771,5771,5832,0,8382,922,6710,5260,2718,1916,361,7445,9136,2592,1074,6142,3461,0,0
12183,12183,2,5261,9650,2454,8450,1945,1690,0,6227,9044,2459,1246,3641,2889,1420,6614,4813,5941,6018,4658,3805,3,1
12184,12184,0,5045,3096,5994,67,328,8819,4,200,735,5391,8989,8840,5918,867,8271,6930,9765,2473,2773,2209,3,1
12185,12185,0,3221,300,7325,9405,4698,963,0,1353,4639,6512,17,2854,4697,8618,4108,9552,1114,8742,1345,6771,2,1
12186,12186,1,8696,8367,4090,2425,3382,3433,0,1092,8564,4685,5945,2208,5657,6047,9854,5742,3506,3682,9186,840,0,0
12187,12187,2,7543,7954,3401,1876,8721,4837,2,7220,5793,9709,3156,8677,8075,9346,329,9847,7083,8858,8031,2722,1,0
12188,12188,1,2116,8025,6009,5048,3063,2984,2,4370,1471,4459,6456,2772,9585,6720,8446,7882,4837,6184,7979,4367,3,0
12189,12189,1,8390,2515,4378,6697,3901,5045,5,4627,8273,2253,9354,4078,5243,4782,8492,1022,5277,5393,415,2909,0,0
12190,12190,2,3423,4283,1692,1718,8502,9634,0,1534,1484,9656,5826,2832,3292,3627,2141,9550,370,3866,2529,6073,1,1
12191,12191,1,6707,6524,8224,9997,2076,3851,2,6349,2252,2165,1776,5546,6007,356,4845,3624,7192,9985,2139,8530,1,1
12192,12192,1,1804,7874,3653,139,7381,2860,3,7197,139,5485,5790,6703,8094,6644,5598,6333,8506,5008,7116,7215,3,0
12193,12193,2,5235,777,4564,8749,5821,7072,3,6838,4819,4947,1244,6756,7498,9187,7836,5799,4986,6436,8685,538,1,0
12194,12194,0,4494,6058,4455,1516,4711,5652,5,2973,9936,7658,3590,9142,7752,718,6618,2468,9890,9123,2602,5923,1,0
12195,12195,0,6327,9271,5177,3835,7641,4818,2,974,3749,702,1134,6290,4298,4766,9366,2111,4834,3117,1870,2571,0,0
12196,12196,1,1006,2636,2737,2477,5844,8165,0,8957,8699,5776,1799,4124,3786,2975,7578,872,7923,6526,3066,9004,3,1
12197,12197,1,827,5713,7414,9361,9621,8890,2,3902,3985,6674,6364,299,1921,9102,1703,9451,3675,2781,2212,3811,1,1
12198,12198,2,8165,7671,2257,9751,3596,653,5,2031,813,7185,7408,5026,8269,4678,3259,1418,9870,6085,1579,5858,2,1
12199,12199,1,6590,5090,8598,4461,7069,6440,0,8589,2305,4403,7862,8450,3724,8884,4452,6755,125,7234,5528,8181,3,0
12200,12200,1,5532,7403,7299,1099,852,2803,5,8220,7679,7227,4853,9957,4870,5040,1831,9907,3858,1533,3527,9057,1,1
12201,12201,2,8559,9961,4616,8656,9618,3445,3,3916,6011,8029,5620,1213,6620,8814,2532,3855,8684,3273,4182,9136,0,0
12202,12202,0,1415,7977,6903,9384,8356,5444,0,9414,3366,2973,6823,2660,470,9496,9565,682,1898,1895,3398,2769,0,1
12203,12203,1,2814,7076,9654,1096,1154,9355,2,544,2293,9444,5835,2657,8946,1461,632,3567,6928,6742,5547,4830,1,1
12204,12204,2,8170,153,4977,3138,1971,7289,0,7364,4666,8672,2690,7570,118,6726,2618,5937,7029,3670,6751,6446,3,1
12205,12205,0,8570,4007,1472,1575,9587,5657,5,1984,4130,4835,3920,6093,1197,3273,981,1612,7652,9924,4521,2564,1,1
12206,12206,0,9167,9201,1182,9498,6466,8532,1,2130,5797,1243,5638,4898,6374,7732,6089,3946,3681,77,7860,1380,1,1
12207,12207,0,8487,1850,4171,82,6062,3132,3,420,8552,7451,2047,6971,4707,2227,8338,1941,6589,3769,8910,9552,0,1
12208,12208,1,3714,7344,377,9809,5729,1623,4,7467,5155,6857,3221,6782,3068,2614,9173,3277,6308,6687,4998,9472,1,0
12209,12209,1,7730,1741,8236,4430,8107,1391,1,9760,2483,8226,2031,3623,7636,5775,8000,6406,1246,585,6942,3119,0,0
12210,12210,1,323,7670,3461,6786,738,1397,3,894,1999,1515,9712,2318,3704,4260,1137,154,6217,1486,4875,1608,0,1
12211,12211,0,4495,1381,4683,3422,7770,477,3,3645,507,2879,741,247,4146,4440,5695,5698,3436,4369,4280,7883,2,1
12212,12212,2,1305,1840,505,3351,4953,4560,4,9223,6114,77,3349,9532,7667,403,8975,3111,1695,4295,8609,2264,0,1
12213,12213,0,9604,2428,6938,6445,4205,299,1,9252,2974,9006,521,509,2987,6764,9606,1577,8445,6093,492,5257,0,1
12214,12214,2,5403,7097,1740,706,2166,5645,1,9090,5835,2170,2473,8055,2250,7325,1191,2814,7377,7073,7879,3437,0,0
12215,12215,1,9637,7088,6079,8469,9294,9052,4,9209,6006,638,3469,4290,3543,9057,8564,3158,3297,8872,4899,412,3,1
12216,12216,2,9567,7792,3289,610,6559,2806,0,7817,8179,5233,8649,530,300,5427,9104,1408,2732,443,8630,6466,1,1
12217,12217,0,4381,4563,4237,1753,8778,9374,0,112,7307,5483,1406,6798,5418,5632,5164,3813,3977,1750,9641,7448,0,0
12218,12218,2,2730,2404,9743,8089,8061,2688,2,5981,4836,1183,2416,7852,2844,7438,9770,2148,857,550,3575,4466,3,1
12219,12219,0,577,9316,5962,6662,7162,1844,4,4902,1889,4544,5019,2372,1131,7259,6272,2267,9551,9624,4355,1133,2,1
12220,12220,1,745,8947,198,5260,1625,6035,1,579,5659,5628,5375,1055,8399,1895,1208,1233,5050,314,3081,469,2,1
12221,12221,2,1381,6468,6555,5878,9452,6301,1,8087,7805,5709,1208,8635,4994,3896,7989,7211,4211,4432,615,7476,1,0
12222,12222,2,6198,3019,4547,1586,3600,7419,4,6999,5985,9274,4239,9452,6799,8564,671,7735,1206,9083,1820,2509,0,1
12223,12223,2,5139,2337,8843,8092,5938,6683,3,179,5356,4362,7496,591,6201,7893,9178,4297,9911,7508,3879,5777,3,0
12224,12224,2,420,5085,5390,1995,6172,3718,0,672,3755,7716,3605,1864,2175,8889,210,5737,1828,6024,1355,8605,3,0
12225,12225,2,8853,9876,2004,6574,5787,2432,3,8152,9391,624,3094,3939,9482,1168,8849,131,8796,5005,9043,8581,3,0
12226,12226,1,4424,6386,7133,6721,1402,5840,1,7630,7160,6859,2581,1888,9471,8430,9026,3914,8009,5722,490,7591,1,0
12227,12227,0,2160,9430,2925,9613,9422,5487,4,8485,7816,9252,1220,7124,7983,4029,5113,9868,4351,2136,1808,288,1,0
12228,12228,1,5732,1309,5662,2883,5878,7941,5,5705,8157,6145,6288,8384,7449,6802,852,4330,4471,4679,164,2121,3,1
12229,12229,2,6008,749,8619,2491,3835,3463,3,8778,3434,5396,5031,4343,4868,1370,5554,1849,6798,1129,893,6769,2,0
12230,12230,2,5824,7269,7354,108,5463,3441,1,1792,3298,4733,4457,7290,5929,104,3001,8136,3180,307,6175,6173,3,1
12231,12231,0,9514,6432,2269,2967,102,3644,0,740,6379,5910,422,890,2336,8634,1750,7694,5046,4269,4849,5202,3,1
12232,12232,2,563,8911,4054,9968,1021,9484,1,3677,8002,8590,5573,3640,9494,8885,5934,3468,3379,6535,8712,1294,3,1
12233,12233,1,9751,8212,6791,1550,7013,4113,1,5456,5846,2766,4662,1586,7288,5311,7154,2422,4611,8069,3423,5805,3,0
12234,12234,1,8410,4887,8844,3279,7088,8185,4,788,2806,342,5368,9731,333,4285,47,9670,2320,9090,7444,8530,1,0
12235,12235,0,2435,8417,5788,1002,1535,3064,0,6714,5843,5145,2797,7553,4386,6758,3386,6831,6534,1795,4048,8484,2,1
12236,12236,1,5946,7195,139,5248,8065,2628,4,9885,8149,4003,4721,3014,1129,6775,8380,6402,6291,2746,5162,9059,1,1
12237,12237,2,3754,1245,392,2154,852,4844,1,4761,9856,3001,4156,3533,8470,6030,7631,9087,7907,729,18,2016,3,1
12238,12238,1,5268,7008,2950,6030,2065,5790,3,4256,3954,7267,6548,154,3212,9070,6502,7733,5443,7180,6219,1241,2,1
12239,12239,2,957,7628,1357,2382,7407,8783,4,5323,8336,8332,3182,9617,9153,9966,3252,3897,8386,3022,1076,9072,3,0
12240,12240,0,9240,5224,3174,8802,675,6019,5,8524,3572,4008,274,6949,8202,3189,7833,1939,7063,5103,1092,6684,0,0
12241,12241,1,1000,6528,2208,8968,757,4081,3,4813,787,3039,9501,1092,3330,8166,6105,9813,7498,4609,5981,9267,0,1
12242,12242,1,2947,4184,8878,4870,8950,2162,2,7166,4901,2219,7263,7546,6563,8847,8749,8145,4666,8393,6551,3458,3,1
12243,12243,1,2209,7642,540,2857,9970,9613,2,5474,8863,1833,2253,8326,7347,1328,9932,9813,278,1185,9981,1920,2,1
12244,12244,0,9069,8092,2831,6680,5107,8422,0,9867,1563,1979,584,3697,2545,7560,2575,4382,1750,8036,4760,4120,0,0
12245,12245,0,7948,6796,1930,4964,6567,5281,3,4864,4465,6787,8815,8422,8083,8480,5397,9991,5795,9732,3777,2760,2,0
12246,12246,1,3296,3328,9251,4909,4077,7358,5,1394,8316,5101,9265,1703,1517,3484,4614,3493,9359,2848,263,5892,0,0
12247,12247,0,7576,5774,4451,5132,5705,805,1,6667,8080,6557,23,4345,3920,4542,1635,3542,7504,1407,5980,7993,3,0
12248,12248,1,7213,8548,1499,7534,6919,3927,5,7867,5175,5969,5392,6966,3934,4446,6610,4475,1260,2790,8428,2357,3,1
12249,12249,1,9953,3790,4885,8358,4976,9856,3,117,5075,2324,1804,5240,8482,7529,8912,4525,4535,4294,4867,1364,1,0
12250,12250,0,7769,5618,702,946,9406,928,0,5436,2956,2308,1052,9685,9109,940,2712,9238,7141,921,1055,7225,2,1
12251,12251,2,2249,2740,9832,3049,9790,5654,0,9632,2442,3203,4776,7398,5032,2177,4870,8918,2182,5214,8194,5068,2,0
12252,12252,2,7894,7374,3621,7287,237,3647,2,2098,7893,1746,1909,2355,7721,2950,6415,9589,1112,1088,4456,9891,2,1
12253,12253,1,772,2305,8356,3670,3328,802,1,5730,1288,6948,4822,9087,54,4949,9671,7014,9233,8146,9687,5315,0,0
12254,12254,0,9955,4301,8991,2368,1507,8013,3,7603,9676,4059,6088,8226,3209,709,8520,3663,6934,3708,8856,1088,2,0
12255,12255,1,4127,6652,9260,7188,2176,2594,5,274,4839,3669,8235,1260,2087,5284,7101,8672,3905,5206,5280,2026,3,1
12256,12256,2,301,5072,3151,9566,7523,4173,3,8751,4877,1937,871,2371,2178,9504,8276,6862,1737,939,838,5853,1,0
12257,12257,2,2577,7690,301,5563,4685,4717,1,3656,8556,6489,3271,6869,7118,8765,6207,1531,3156,5398,6434,3302,1,0
12258,12258,1,9455,7812,9538,5145,2619,7345,1,6021,9448,5041,281,3454,2365,8414,272,2521,7884,9964,8938,6266,0,1
12259,12259,1,4878,9710,3796,4489,599,8903,5,3144,9707,5812,256,175,5372,2906,5072,8897,257,1396,5113,7636,1,0
12260,12260,2,8764,3401,8199,1666,630,2012,4,4847,3361,3584,5413,5116,1729,664,523,868,979,6460,1572,7161,2,0
12261,12261,2,7140,3231,8655,9708,4857,8657,3,8010,3674,4372,3940,2859,4188,9149,4454,3991,8874,734,9227,9130,2,1
12262,12262,0,9618,5279,8268,6358,4444,3282,0,1927,7334,8630,6959,9736,2296,6151,5703,3907,3104,9521,7922,6683,3,1
12263,12263,1,2324,3530,4768,603,7986,5377,4,7823,2931,3418,1921,9336,8580,4935,7428,1506,3452,1712,2067,5267,0,0
12264,12264,0,6121,4337,9076,5563,8126,6414,2,6477,3138,168,3818,600,2772,1113,4012,8423,5317,5579,5302,3465,2,1
12265,12265,0,8429,9420,6650,5496,7063,3540,0,4055,60,8848,8049,8249,2742,2761,8832,9801,1840,7302,8585,9043,2,0
12266,12266,1,3788,4599,3407,9895,7930,620,4,2203,5366,8996,6131,6410,3032,4613,8616,8893,267,231,858,3028,2,0
12267,12267,1,7777,8156,8039,5952,4296,8819,1,8523,7898,9373,596,8000,7387,412,9015,5789,5478,8295,6656,463,3,0
12268,12268,1,6424,25,3463,36,8142,4201,4,8005,2961,4524,4738,5353,1481,2964,733,577,1424,1802,8498,2005,3,1
12269,12269,1,7333,5352,7464,8073,7106,202,3,923,8469,1714,3683,7304,405,9053,6866,5840,8165,2564,1913,635,2,0
12270,12270,2,8342,1822,9801,3105,328,3570,5,9335,3127,3807,9369,9272,9738,4197,1232,8708,1405,9917,9218,9759,1,0
12271,12271,0,7790,7151,9170,5999,9561,6587,2,3157,1972,897,1148,1330,7815,808,2016,4129,7100,2467,927,8215,3,1
12272,12272,1,8086,1654,625,7381,3619,5730,3,2902,9884,1239,4975,6562,5252,9461,3576,3797,7559,3854,6961,4495,3,1
12273,12273,1,6887,235,1021,4443,9185,1705,4,8487,6342,6094,226,8076,7379,6476,3246,4089,8461,9118,5863,8002,3,0
12274,12274,2,7847,1150,2695,3909,1755,702,5,2646,44,4728,8095,4202,8224,2707,3745,6185,3538,8048,3091,6058,1,0
12275,12275,2,3831,3170,5077,6632,2479,5947,3,644,6429,1772,6469,6622,4307,9350,4448,8545,6253,3767,5463,6789,3,1
12276,12276,0,1351,2372,4834,2328,261,7504,3,4197,248,7952,7419,325,6248,4277,8817,4422,7953,9640,9052,4944,2,0
12277,12277,2,7006,2194,1918,1991,9112,6067,4,8651,6985,4329,6376,3923,5366,8176,7076,9240,6272,1675,9408,9398,0,0
12278,12278,0,3444,6718,1660,7146,9303,189,3,5886,8251,9912,3763,5370,3106,1637,4321,7796,3444,1440,7007,4668,1,0
12279,12279,1,2285,8540,6321,7647,1580,147,1,9314,7472,1402,7753,6637,8064,1998,7486,1133,5184,1739,331,2270,0,1
12280,12280,2,1917,2369,891,18,1425,580,4,4002,1274,8341,9661,5769,6893,4439,1874,4967,6712,8856,8944,7311,3,0
12281,12281,1,2521,3763,5009,1734,5378,6301,2,8235,3792,1182,1761,53,7384,5439,7836,446,6757,7536,4851,7611,3,1
12282,12282,0,9424,9488,4936,7333,7426,7323,4,6212,7437,4881,2861,5400,1871,5188,8963,1262,1430,8662,4934,5566,0,0
12283,12283,0,2582,2417,6570,7055,3923,6750,2,5528,5399,5190,3618,4307,7209,489,2879,428,7976,2268,7853,7270,3,0
12284,12284,0,5096,6797,1986,312,1202,133,1,8931,2340,5095,4682,698,920,9048,6832,8625,221,6017,4204,9275,3,1
12285,12285,1,2519,7392,2291,4113,2938,9054,3,9158,8113,3049,4269,8181,3386,3943,1646,4319,5440,616,9810,3640,2,1
12286,12286,0,1381,5906,5406,5711,2241,3203,4,4410,5103,8397,6853,1273,388,8446,1671,6714,8123,7777,2106,2641,3,1
12287,12287,0,4276,8819,9896,397,9609,2563,3,8527,1977,994,5834,556,6841,937,6349,994,9736,7508,6620,2983,2,1
12288,12288,2,6787,5860,9818,3966,2973,671,4,1365,6518,5314,3799,2275,1417,960,7516,3059,4485,4647,6257,7514,0,0
12289,12289,1,9681,1291,2555,775,8629,9794,0,8043,8274,4360,6539,4049,471,1989,9588,6794,9069,3035,4345,5489,1,1
12290,12290,2,7115,5412,8673,8959,6411,7710,4,5428,5314,5133,6288,391,9616,3324,6242,8955,2443,8756,688,8119,1,0
12291,12291,1,8080,8645,6551,144,4346,4490,5,849,6879,7467,345,8139,6158,7518,6464,4094,500,5249,9786,5058,0,1
12292,12292,2,5042,1314,4225,9715,1874,720,2,5336,4311,532,510,5430,9079,5875,3685,2520,3053,1022,4087,1993,0,1
12293,12293,0,5163,3301,5659,3510,3536,8924,1,6696,2796,5884,6122,3895,2483,5762,1576,4626,6658,9345,3421,9174,2,0
12294,12294,0,4533,6199,7302,5330,4629,9175,0,4706,1794,8460,3596,7566,8675,4489,5866,9297,4545,5458,752,5043,1,0
12295,12295,2,3448,7885,7003,3670,8112,9891,3,1769,3775,3192,1186,878,663,7154,9376,9965,6868,6688,3196,903,3,1
12296,12296,1,6361,7897,9666,4581,5908,9690,3,2633,6069,4402,882,4802,337,5600,1686,101,4011,627,4692,8283,3,0
12297,12297,1,2785,4934,8185,8062,7629,5644,5,6735,6432,1720,7338,3658,1941,6764,9846,6847,3891,8882,1074,8764,2,0
12298,12298,2,5140,9277,2984,4047,7983,9850,3,9486,7869,9251,6193,196,3893,7525,4114,7784,6890,7144,8405,5437,3,0
12299,12299,1,2402,7264,1229,9632,6052,5127,1,2348,1569,3927,2504,1254,5597,4606,6735,5088,5533,2546,8707,3061,3,0
12300,12300,2,8251,9585,8237,6676,447,6822,0,8330,7768,6290,5850,8598,8692,8005,3467,2035,5064,9577,402,9134,0,1
12301,12301,1,6315,5199,6177,8621,5917,2992,0,6650,6930,9865,3623,668,1855,8395,1138,8976,5008,3415,9,6950,0,0
12302,12302,0,3334,4027,5749,4064,5718,63,0,6204,9068,6426,3208,355,7177,527,4835,623,6548,5985,8350,3946,3,0
12303,12303,0,7613,8829,3664,1567,912,8879,5,6963,3885,5558,3034,9190,6943,7346,2539,6883,3306,6016,7468,6476,3,1
12304,12304,0,3997,75,2090,9349,6389,9505,3,6333,917,4996,5070,5915,7619,3853,5187,2326,2065,9090,8136,4588,0,1
12305,12305,1,5639,1431,1576,9146,5429,2141,5,8922,5011,7990,4341,805,8196,3701,284,509,8429,503,6327,7036,1,0
12306,12306,1,3972,6768,5441,8097,6754,5728,0,4015,9103,2227,7321,3570,7621,1313,98,2886,9167,2895,7087,9801,3,1
12307,12307,0,8702,2672,5449,7783,2194,5282,2,4382,9530,7009,225,1933,5738,7355,2495,5516,5301,6331,1933,6523,3,1
12308,12308,0,3086,5904,3419,3800,232,105,1,4245,2539,9239,8876,3434,5943,5665,4667,8812,6307,3278,7567,4784,1,0
12309,12309,0,4766,5264,2804,2187,9277,1639,0,6627,7009,8919,8170,9599,7258,2851,7587,3638,2035,682,260,4405,3,1
12310,12310,2,12,488,1741,9240,6938,9020,3,6132,1305,817,506,3183,2829,2011,9537,6426,1022,8807,6823,3090,0,1
12311,12311,0,4283,6120,7329,1558,1417,8163,3,8909,656,7508,8012,7216,9148,6419,7212,8024,8418,8461,1389,482,2,1
12312,12312,0,3637,7073,9341,6402,7576,3806,1,4227,2099,6343,6917,5340,9956,5452,1019,566,8009,8395,5430,4600,2,1
12313,12313,1,7640,7177,1740,6603,2922,6057,5,2156,1263,9201,3704,3780,8426,9970,3294,6019,9274,2535,3297,2394,3,1
12314,12314,0,7672,9882,56,1092,3101,1510,3,2133,7213,771,2775,643,3845,7771,2764,8472,1900,5305,9742,8247,3,0
12315,12315,2,4920,7111,7824,7563,6642,1097,1,5095,6060,9749,9547,7276,818,9916,5117,1001,2632,1512,8253,6974,3,0
12316,12316,1,850,1863,8688,3338,1642,7243,4,9193,7937,4923,9905,5808,6796,6780,5314,7497,4923,7684,1907,9729,2,1
12317,12317,0,1867,676,7797,8489,4219,8430,2,7611,994,2722,8722,9785,7796,6987,234,4454,5930,1750,7026,3907,3,1
12318,12318,1,6938,7052,6797,3818,2743,9316,4,7884,1743,5636,1943,9647,670,3343,9945,5571,2822,6515,3911,1033,3,0
12319,12319,0,4901,3799,4852,6654,9529,9371,1,2941,5668,2129,1764,218,3588,5488,719,2780,8892,6161,441,8513,2,1
12320,12320,1,8673,6048,5563,683,6978,8745,0,6579,3056,9584,8639,4670,2244,3805,138,200,2278,7792,4522,7617,2,1
12321,12321,1,1905,1624,499,5250,9065,8152,3,5060,2267,3682,9233,9285,2602,8899,9547,5386,4236,8888,7688,9538,2,1
12322,12322,2,9455,1336,9013,2182,7485,4356,4,6393,3721,7449,3320,3451,2368,1934,177,4490,5848,1902,481,5349,1,0
12323,12323,2,9397,3399,7391,5500,4585,7583,5,9141,5166,7960,413,3770,5063,4052,7546,3184,3322,6018,7258,8512,2,1
12324,12324,0,5649,3768,171,4731,2139,7218,1,6719,5911,9913,556,1754,5560,7303,9715,445,3687,5861,1942,3432,0,0
12325,12325,0,5900,2242,2930,6997,4684,880,3,5057,4597,8097,4062,2749,358,2884,2708,2792,7493,106,1877,8118,1,0
12326,12326,0,93,9494,5699,988,7938,8246,2,5343,9215,3783,1922,7965,3161,8845,5453,736,8311,9224,5570,9371,2,0
12327,12327,0,5572,744,754,1386,6673,9342,1,6987,7635,8133,8489,728,6404,4019,3422,1429,8570,2635,267,3235,1,1
12328,12328,2,182,9002,6144,3726,5170,8294,2,1924,4023,4781,3092,5849,2745,9750,5448,1690,8789,5499,5624,4394,2,1
12329,12329,2,2744,1082,4290,8779,7809,9882,5,9404,2411,7505,4333,1446,7600,6051,5526,6248,6841,9823,4205,4901,1,0
12330,12330,2,8632,3590,4166,5213,3281,8776,0,3114,9716,605,5908,7406,8472,5098,7849,1072,5876,788,9661,6046,1,0
12331,12331,0,1877,9140,8556,8024,3572,3794,1,8044,9786,4335,8841,968,3219,3265,9520,4814,7772,1104,2553,3114,3,0
12332,12332,0,4726,3952,5470,8877,3447,4336,1,718,9980,5422,4182,6689,2001,4325,7758,3468,5017,6378,9956,3012,3,1
12333,12333,1,2988,4458,1745,1398,6345,326,3,9385,7537,3587,255,515,3656,4719,4980,7342,2674,37,843,2697,0,0
12334,12334,2,7305,6497,1013,5710,7914,3285,4,9911,6328,7015,6542,8891,8119,6585,766,5343,161,6990,9721,7277,2,0
12335,12335,0,4010,2375,6716,8696,4895,6835,2,1341,3909,1913,7450,7101,6508,4889,9273,9851,6488,6364,3587,2431,1,1
12336,12336,1,8997,5751,4594,8620,9550,8108,0,3838,7355,2091,9638,310,9016,3181,7037,9002,5971,933,3852,7071,1,0
12337,12337,2,6138,9978,628,8639,7261,7007,2,5619,326,2874,7854,697,7954,7711,6613,6832,169,4666,9608,1545,1,1
12338,12338,1,2828,9997,4554,9791,8302,1209,5,3680,8595,9504,9470,2100,2034,3288,4621,2096,8269,7360,4193,2690,0,0
12339,12339,1,9359,7170,5110,8011,3038,7531,0,8114,2401,4070,2873,5,3619,5052,8968,9704,8685,8321,1417,5860,2,1
12340,12340,2,8369,3055,9172,8671,2610,666,2,9676,2698,9249,9971,5532,7600,944,5129,4411,4859,6650,2465,4648,3,0
12341,12341,1,2038,9904,7555,4333,1258,6626,3,8748,9235,5607,7609,5663,9026,427,8797,5448,1089,8531,1490,6451,1,0
12342,12342,0,8110,8739,8357,1301,5843,2078,0,2457,3402,4824,8828,7340,787,7085,316,8702,4335,4672,8824,613,0,0
12343,12343,1,4433,1109,6741,1457,3252,3204,4,6561,1271,2495,6085,7111,6812,9163,6953,6914,345,6794,9612,8450,3,1
12344,12344,2,9305,9212,2783,4867,3342,3484,5,2004,2003,532,77,2699,4767,6237,793,1392,4662,7269,8595,9634,0,0
12345,12345,2,3187,9721,9184,8994,4401,7564,3,53,916,1824,6005,8616,1379,8739,4438,7414,4695,3549,7743,5379,2,0
12346,12346,2,6189,5194,1095,8877,7376,1594,5,5303,2470,3285,7478,5625,9057,5595,7216,1991,8082,5156,7802,8428,3,0
12347,12347,1,8745,1118,1830,6720,7560,3622,2,7048,2038,8798,7045,848,2920,9330,6386,5049,6132,9720,1559,6369,3,0
12348,12348,0,8018,2246,5904,3946,8965,7678,2,3279,5502,3355,7629,9213,2612,7181,7995,542,4215,1466,9087,421,3,0
12349,12349,1,1928,5400,6364,4079,69,4022,4,1285,2569,7662,3831,142,8098,126,7516,8678,5793,6621,9971,1742,3,1
12350,12350,1,868,4084,6530,154,2635,7739,1,9576,2904,2328,6086,1134,7974,5702,8114,4245,5032,1587,7505,8122,3,0
12351,12351,0,3563,6458,3203,3568,7926,6379,3,1453,1671,6000,6500,6400,2919,2695,9678,8708,430,8655,2952,707,1,1
12352,12352,1,6461,7825,4016,2610,9859,4761,0,9665,5288,9402,5200,5671,9597,4204,6843,5968,8090,6795,5360,1198,2,0
12353,12353,2,1769,5156,597,5498,6194,4007,0,5451,5974,352,9294,6799,9162,3909,2992,7261,9474,948,642,437,1,0
12354,12354,1,4641,881,6642,6554,5886,442,1,9020,2861,2533,6892,4631,7318,1177,951,6843,1034,8197,3674,4176,2,0
12355,12355,1,2259,3351,2065,7613,8839,4158,5,5543,2071,3561,7641,3242,8744,3890,643,8276,1516,2398,7559,159,0,1
12356,12356,2,5097,7776,8829,7071,8891,4691,5,1394,9220,3205,1636,6434,1,1688,1197,5531,7069,7130,1404,4428,2,1
12357,12357,1,7654,6713,7283,4915,9592,9154,5,4690,4416,906,5709,4786,4752,5572,9576,2639,3935,7474,6657,2815,2,1
12358,12358,1,8766,9409,2643,1269,3545,9335,1,4056,5240,6631,3586,4829,4106,2947,2322,8996,5791,8323,543,569,2,1
12359,12359,2,7810,6846,8294,583,6455,5130,4,7989,373,9626,2836,4188,577,3789,4241,4401,535,5021,3975,4352,0,0
12360,12360,0,8737,1850,7046,4658,1823,7219,5,9123,1479,4842,8104,2802,1163,3301,1758,8311,355,2295,4874,2,1,0
